C�digo �nico;Nombre del establecimiento;UBIGEO;Direcci�n;C�digo UE;NORTE;ESTE;Capacidad
254;SAN ANTONIO DE PINTUYACU;160102;CASERIO DE SAN ANTONIO DE PINTUYACU;870;-73.77877598;-3.7051237;3985
255;ACLAS BELEN DE VILLA BELEN;160112;OTROS BLASCO NU�EZ N�27 DISTRITO BELEN PROVINCIA MAYNAS DEPARTAMENTO LORETO ;870;-73.24462;-3.76456;3486
256;SERAFIN FILOMENO;160103;ACTUALIZAR;870;-72.938042;-4.160308;2868
257;BUENAS LOMAS;160511;ACTUALIZAR;870;-73.369781;-5.994991;2985
258;HUAMAN URCO;160106;CASERIO HUAMAN URCO;870;-73.21798481;-3.3185727;2633
259;MANGUA DEL MAZAN;160106;CASERIO MANGUA;870;-72.77567216;-3.31988154;2391
260;SAN FRANCISCO DE BUEN PASO;160106;CASERIO DE SAN FRANCISCO DE BUEN PASO;870;-73.18490474;-3.24609083;3128
261;LIBERTAD - RIO MAZAN;160106;CASERIO LIBERTAD;870;-73.23431136;-3.4968648;3844
262;SAN LUIS DE TACSHA CURARAY;160107;ACTUALIZAR;870;-73.54347531;-2.80396801;3097
263;RUMI TUMI;160107;ACTUALIZAR;870;-74.43656951;-2.05350304;2711
264;SAN RAFAEL;160107;ACTUALIZAR;870;-74.11151048;-2.3637788;3243
265;BUENA VISTA DEL NAPO;160107;ACTUALIZAR;870;-74.87136702;-2.12144486;2200
266;ANGUSILLA;160803;CASERIO DE ANGUSILLA;870;-74.32588611;-0.89159859;2448
267;SAN JOSE DE SARAMURO;160305;ACTUALIZAR;870;-74.9290061;-4.71467454;3589
268;PIURA;160303;ACTUALIZAR;870;-74.412362;-4.115927;3665
269;SAN ANTONIO - BAJO AMAZONAS;160404;P.S. I-1 SAN ANTONIO - BAJO AMAZONAS;870;-71.57541167;-3.80849333;2872
270;SANTA ROSA DE RAMON CASTILLA;160403;COMUNIDAD FRONTERIZA SANTA ROSA RIO AMAZONAS;870;-69.95587232;-4.22660218;3202
271;PUERTO ALEGRIA DE RAMON CASTILLA;160401;ACTUALIZAR;870;-70.05475167;-4.113405;3677
272;CAROCURAHUAYTE;160501;ACTUALIZAR;870;-74.0510211;-5.11813488;2993
273;SAN PABLO DE SINUYA;160601;ACTUALIZAR;870;-75.06725053;-6.59800571;2657
274;MIGUEL GRAU;160605;ACTUALIZAR;870;-75.06725053;-6.59800571;2298
275;SAMAN;160605;ACTUALIZAR;870;-75.04252315;-6.13741372;2500
276;ALTO PERILLO;160604;ACTUALIZAR;870;-75.15303124;-7.0820125;3654
277;PARINARI;160211;COMUNIDAD PARINARI;871;-75.8072412;-6.09001458;2215
278;LIBERTAD DE CUIPARILLO;160211;COMUNIDAD LIBERTAD CUIPARILLO;871;-76.00031734;-5.92457056;2625
279;GLORIA;160211;COMUNIDAD GLORIA;871;-75.95055699;-5.89200854;3867
280;PANAM;160202;COMUNIDAD DE PANAM;871;-76.53637046;-5.64486036;2074
281;NUEVO ARICA DE BALSAPUERTO;160202;COMUNIDAD NUEVA ARICA;871;-76.42812177;-5.91195791;2415
282;P.S. CENTRO AMERICA;160202;COMUNIDAD CENTRO AMERICA;871;-76.35155891;-5.78946005;3176
283;SAN JUAN DEL MARA�ON;160703;COMUNIDAD SAN JUAN DEL MARA�ON;1391;-77.24847333;-4.72001667;3496
284;TZEKUNZA;160706;COMUNIDAD TZEKUNZA;1391;-76.765905;-3.04561833;3101
285;HOSPITAL REGIONAL DOCENTE DE MEDICINA TROPICAL DR. JULIO DEMARINI CARO;120301;AV. DANIEL A. CARRION S/N AAVV PAMPA DEL CARMEN;828;-75.33759;-11.07388333;2384
286;VILLA PROGRESO;120301;CENTRO POBLADO VILLA PROGRESO;828;-75.28245167;-10.95355667;2529
287;PUEBLO PARDO;120301;JR. PROGRESO S/N PUEBLO PARDO;828;-75.29805833;-10.94412667;2922
288;SAN LUIS DE SHUARO;120304;JR. PROGRESO S/N SAN LUIS DE SHUARO;828;-75.288345;-10.88827;3550
289;SANCHIRIO PALOMAR;120304;CENTRO POBLADO SANCHIRIO PALOMAR;828;-75.21567;-10.81566833;3734
290;SANTA HERMINIA BAJA;120304;PLAZA DEL ANEXO SANTA HERMINIA BAJA;828;-75.23218667;-10.77007833;3191
291;RAYMONDI;120504;CENTRO POBLADO RAYMONDI;828;-75.130285;-10.82113333;2476
292;VILLA PERENE;120302;JIR�N JR UCAYALI MZ K SEGUNDA MESETA DISTRITO PERENE PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-75.22715;-10.946735;3500
293;BAJO MARANKIARI;120302;CALLE CALLE LIMA S/N ANEXO MARANKIARI N�MERO S/N DISTRITO PERENE PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-75.20039333;-10.93992667;2075
294;PUERTO YURINAKI;120302;CALLE CALLE LOS INCAS S/N LA COSTADO DE LA MUNICIPALIDAD N�MERO S/N DISTRITO PERENE PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-75.08276;-10.86827833;2569
295;ALTO YURINAKI;120302;PLAZA PLAZA DEL ANEXO ALTO YURINAKI DISTRITO PERENE PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-75.15193333;-10.76959833;2856
296;LIBERTAD TOTERANI;120302;PLAZA PLAZA DEL ANEXO LA LIBERTAD TOTERANI DISTRITO PERENE PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-75.10626167;-10.90645333;3634
297;INCHATINGARI;120302;PLAZA PLAZA DEL ANEXO INCHATINGARI DISTRITO PERENE PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-74.989035;-10.831885;2264
298;LOS ANGELES DE UBIRIKI;120302;CALLE CALLE LOS FUNDADORES S/N DEL ANEXO LOS ANGELES DE UBIRIKI N�MERO S/N DISTRITO PERENE PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-74.9991;-10.80893667;3912
299;CENTRO POBLADO MENOR LA FLORIDA;120302;AVENIDA AV. 28 DE JULIO DEL CENTRO POBLADO MENOR LA FLORIDA DISTRITO PERENE PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-75.12575667;-10.81926167;3582
300;SANTA ROSA DE RIO AMARILLO;120302;CALLE CALLE N� 4 ANEXO RIO AMARILLO DISTRITO PERENE PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-75.026565;-10.98518833;2070
301;ALTO PUMPURIANI;120302;CARRETERA CARRETERA DE PENETRACION DEL ANEXO ALTO PUMPURIANI DISTRITO PERENE PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-75.04257;-10.91375833;2155
302;CHURINGAVENI;120302;PLAZA PLAZA DE LA COMUNIDAD NATIVA CHURINGAVENI DISTRITO PERENE PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-74.95902167;-10.88100333;2707
303;HUACAMAYO;120302;PLAZA PLAZA DEL ANEXO HUACAMAYO DISTRITO PERENE PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-74.919515;-10.86938;2654
304;SAN FERNANDO DE KIVINAKI;120302;CALLE CALLE R.CASTILLA S/N DEL ANEXO SAN FERNANDO DE KIVINAKI S/N CALLE R.CASTILLA S/N DEL ANEXO SAN FERNANDO DE KIVINAKI PERENE CHANCHAMAYO JUNIN ;828;-74.94644;-10.88015;2251
305;LOS ANGELES TOTERANI;120302;PLAZA PLAZA DEL ANEXO LOS ANGELES TOTERANI DISTRITO PERENE PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-75.09240333;-10.93434;3577
306;ALTO SAN JUAN;120302;PLAZA PLAZA DEL ANEXO ALTO SAN JUAN DISTRITO PERENE PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-75.04391333;-10.93249833;3817
307;CENTRO TOTERANI;120302;CARRETERA CARRETERA DE PENETRACION DEL ANEXO CENTRO TOTERANI DISTRITO PERENE PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-75.12006833;-10.93983;3397
308;STA ROSA DE CAMONASHARI;120302;OTROS ANEXO SANTA ROSA DE CAMONASHARI DISTRITO PERENE PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-74.95636667;-10.78247167;3173
309;ZONA PATRIA;120302;CARRETERA CARRETERA DE PENETRACION AL ANEXO ZONA PATRIA DISTRITO PERENE PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-75.16377;-10.89069167;3264
310;ALTO YAPAZ;120304;PLAZA PLAZA DEL ANEXO ALTO YAPAZ DISTRITO SAN LUIS DE SHUARO PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-75.18371667;-10.86341333;2904
311;MIRISHARO;120302;CARRETERA CARRETERA PRICNCIPAL S/N MIRISHARO N�MERO S/N DISTRITO PERENE PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;1612;-74.99714609;-11.02048746;2368
312;HOSPITAL DE APOYO PICHANAKI;120303;AVENIDA AV. SAN MARTIN S/N PICHANAKI S/N AV. SAN MARTIN S/N PICHANAKI PICHANAQUI CHANCHAMAYO JUNIN ;1612;-74.87183837;-10.92571391;2765
313;IMPITATO CASCADA;120303;CALLE PERENE S/N;1612;-74.67513099;-11.00910881;2304
314;CENTRO CUYANI;120303;JIR�N JIRON LOS JARDINES S/N N�MERO S/N DISTRITO PICHANAQUI PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;1612;-74.93988905;-10.99203258;2901
315;LAS PALMAS;120303;AVENIDA AV. 28 DE JULIO S/N N�MERO S/N DISTRITO PICHANAQUI PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;1612;-74.75391229;-11.04073684;2725
316;PAMPA CAMONA;120303;OTROS MZ J - PAMPA CAMONA DISTRITO PICHANAQUI PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;1612;-74.84310179;-11.0383413;3200
317;HUANTININI;120303;CARRETERA CARRETERA DE PENETRACION DEL ANEXO DE HUANTININI DISTRITO PICHANAQUI PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;1612;-74.76167398;-10.9331812;3106
318;CONDADO PICHIKIARI;120303;PLAZA PLAZA PRINCIPAL DEL CENTRO POBLADO DE CONDADO PICHIKIARI DISTRITO PICHANAQUI PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;1612;-74.9878218;-11.02012773;3413
319;SAN JUAN CENTRO AUTIKI;120303;OTROS LOTE N� 1 MZ P - CP. SAN JUAN CENTRO AUTIQUI DISTRITO PICHANAQUI PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;1612;-74.81196374;-10.86810408;3556
320;BELEN ANAPIARI;120303;PLAZA PLAZA PRINCIPAL DE BELEN ANAMPIARI DISTRITO PICHANAQUI PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;1612;-74.73579739;-10.90348426;3440
321;VALLE HERMOSO;120303;PLAZA PLAZA PRINCIPAL DEL CENTRO POBLADO DE VALLE HERMOSO DISTRITO PICHANAQUI PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;1612;-74.88174667;-11.09302;2563
322;HUACHIRIKI;120303;CARRETERA CARRETERA DE PENETRACION DEL ANEXO CENTRO HUACHIRIKI DISTRITO PICHANAQUI PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;1612;-74.82649965;-10.90186898;3309
323;SAN RAMON;120305;JR. CHANCHAMAYO N� 291;828;-75.35392222;-11.1193113;2667
324;LA ESPERANZA;120305;PLAZA PLAZA PRINCIPAL DEL ANEXO LA ESPERANZA DISTRITO SAN RAMON PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-75.33594962;-11.18110548;2497
325;PEDREGAL;120305;CARRETERA CARRETERA MARGINAL S/N CONSTADO CONTROL POLICIAL EL PEDREGAL N�MERO S/N DISTRITO SAN RAMON PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-75.38524454;-11.1354681;3907
326;VITOC;120306;CALLE CALLE CENTENARIO S/N PLAZA PRINCIPAL N�MERO S/N DISTRITO VITOC PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-75.33439618;-11.21014809;2766
327;VISCATAN;120306;PLAZA PLAZA PRINCIPAL DEL ANEXO  VISCATAN DISTRITO VITOC PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-75.33875292;-11.25666439;2921
328;UTCUYACU;120306;OTROS POBLADO MENOR UTCUYACU DISTRITO VITOC PROVINCIA CHANCHAMAYO DEPARTAMENTO JUNIN ;828;-75.32774167;-11.29414667;2356
329;UCHUBAMBA;120416;PLAZA PLAZA PRINCIPAL DEL ANEXO UCHUBAMBA DISTRITO MASMA PROVINCIA JAUJA DEPARTAMENTO JUNIN ;828;-75.25303833;-11.45286691;3966
330;MONOBAMBA;120419;OTROS BARRIO SANTA ROSA S/N N�MERO S/N DISTRITO MONOBAMBA PROVINCIA JAUJA DEPARTAMENTO JUNIN ;828;-75.32344091;-11.35656464;2305
331;CHACAYBAMBA;120419;PLAZA PLAZA PRINCIPAL DEL ANEXO CHACAYBAMBA DISTRITO MONOBAMBA PROVINCIA JAUJA DEPARTAMENTO JUNIN ;828;-75.2865384;-11.37998087;3116
332;HOSPITAL DOMINGO OLAVEGOYA;120401;JIR�N JR. SAN MARTIN N�1153 URBANIZACION OLAVEGOYA DISTRITO JAUJA PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.4968676;-11.77722745;2884
333;HUERTAS;120410;AVENIDA MAQUINHUAYOS S/N - BARRIO N�MERO S/N DISTRITO HUERTAS PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.475435;-11.76517333;2112
334;PACA;120422;JIR�N  GRAU S/N - ALAMEDA N�MERO S/N DISTRITO PACA PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.51544667;-11.70830667;3342
335;CANCHAPUNCO;120423;CALLE CALLE SAN MARTIN S/N I CUARTEL S/N CALLE SAN MARTIN S/N I CUARTEL PACCHA JAUJA JUNIN ;826;-75.54103333;-11.81937833;2756
336;PACCHA MIRAFLORES;120423;CALLE SANCHEZ CERRO S/N BARRIO SEGUNDO N�MERO S/N DISTRITO PACCHA PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.50811;-11.852015;3478
337;MASAJCANCHA;120423;CALLE REAL S/N;826;-75.49219167;-11.85254167;2192
338;PATACANCHA;120423;CALLE CALLE ICA S/N N�MERO S/N DISTRITO PACCHA PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.506375;-11.89539333;2249
339;PARCO;120425;AVENIDA AV. MANTARO S/N CARRETERA CENTRAL N�MERO S/N DISTRITO PARCO PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.54595479;-11.79897539;2630
340;ULLUSCA;120425;CARRETERA CENTRAL KM 47 S/N;826;-75.50801448;-11.8193837;3842
341;SAUSA;120430;AVENIDA AV. HUAYNA CAPAC N� 102 - II CUARTEL DISTRITO SAUSA PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.48581667;-11.79032167;2846
342;YAUYOS;120434;JIR�N 20 DE ENERO N� 108 DISTRITO YAUYOS PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.49974833;-11.780745;2314
343;HUANCAS;120434;AVENIDA AV. LOS INCAS S/N - BARRIO VELLAVISTA HUANCAS N�MERO S/N DISTRITO YAUYOS PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.512105;-11.795425;2826
344;ACOLLA;120402;AVENIDA AV.HUASCAR S/N CUADRA 13 - PRIMER CUARTEL N�MERO S/N DISTRITO ACOLLA PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.54313271;-11.73497566;3668
345;EL TINGO;120402;PLAZA PRINCIPAL EL TINGO;826;-75.58305849;-11.64254538;3009
346;SACAS;120402;PLAZA PLAZA PRINCIPAL SACAS PLAZA PRINCIPAL SACAS ACOLLA JAUJA JUNIN ;826;-75.56781052;-11.61509319;2199
347;YANAMARCA;120402;PLAZA PLAZA PRINCIPAL YANAMARCA DISTRITO ACOLLA PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.56657575;-11.68854644;3791
348;PACHASCUCHO;120402;CALLE CALLE JUNIN S/N N�MERO S/N DISTRITO ACOLLA PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.54282764;-11.73490219;2270
349;TINGO PACCHA;120402;CARRETERA CARRETERA CENTRAL S/N N�MERO S/N DISTRITO ACOLLA PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.59283579;-11.64922217;2059
350;MARCO;120415;JIR�N RAMON CASTILLA S/N N�MERO S/N DISTRITO MARCO PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.56299761;-11.74039479;2208
351;POMACANCHA;120426;JR. TARMA S/N;826;-75.62481095;-11.7391139;2950
352;ARMONIA;120426;PLAZA PLAZA PRINCIPAL ARMONIA DISTRITO POMACANCHA PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.6481111;-11.70342278;2521
353;CASABLANCA;120426;PLAZA PRINCIPAL;826;-75.6443879;-11.66275533;3292
354;TUNANMARCA;120432;JIR�N LOS CIPRECES S/N N�MERO S/N DISTRITO TUNAN MARCA PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.56921462;-11.72412149;3462
355;JULCAN;120412;JIR�N JR. JUNIN S/N BARRIO HUAIRANGA N�MERO S/N DISTRITO JULCAN PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.43679589;-11.76145508;2960
356;MASMA;120416;CALLE LA VICTORIA  S/N - CUARTEL PRIMERO N�MERO S/N DISTRITO MASMA PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.42607538;-11.78696708;3597
357;MASMA CHICCHE;120417;BARRIO LA LIBERTAD DISTRITO MASMA CHICCHE PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.38103618;-11.78595781;3171
358;MOLINOS;120418;CALLE BOLIVAR N� 603 - BARRIO CENTRO DISTRITO MOLINOS PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.44569365;-11.73712683;2723
359;QUERO;120418;OTROS VALLE 9 DE SETIEMBRE - BARRIO SEGUNDO DISTRITO MOLINOS PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.37801989;-11.71036111;3273
360;CURIMARCA;120418;PLAZA PLAZA CENTRAL CURIMARCA DISTRITO MOLINOS PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.33492699;-11.57758374;3279
361;HUARIPAMPA;120409;JIR�N JR. AMARGURA S/N 4TA CUADRA CARRETERA CENTRAL N�MERO S/N DISTRITO HUARIPAMPA PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.47141168;-11.80885607;2566
362;HUANCANI;120413;ESQUINA JR PUNO . SAN MARTIN S/N N�MERO S/N DISTRITO LEONOR ORDO�EZ PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.41439576;-11.86460368;3929
363;MUQUI;120420;CALLE CALLE SANTA ROSA S/N N�MERO S/N DISTRITO MUQUI PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.43533413;-11.8333434;3680
364;SINCOS;120431;JIR�N JR. LOS ANDES S/N N�MERO S/N DISTRITO SINCOS PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.39420667;-11.88702167;2455
365;LLACUARIPAMPA;120431;JIR�N JR. ALFONZO UGARTE N� 116 DISTRITO SINCOS PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.45058833;-11.89566;3247
366;ARAMACHAY;120431;AVENIDA AV. HUANCAYO N� 298 DISTRITO SINCOS PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.41417333;-11.91626167;2211
367;SALLAHUACHAC;120431;OTROS SEGUNDO BARRIO DISTRITO SINCOS PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.53310833;-11.93692833;2118
368;CHALHUAS;120431;PLAZA PLAZA PRINCIPAL DE CHALHUAS DISTRITO SINCOS PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.550035;-11.9648;3634
369;APATA;120403;JIR�N JR. LIBERTAD S/N BARRIO PARIAHUANCA N�MERO S/N DISTRITO APATA PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.35867401;-11.85450789;3250
370;NUEVA ESPERANZA;120403;AVENIDA AV.LOS LIBERTADORES N� 441 DISTRITO APATA PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.32437636;-11.83116684;2181
371;SAN JOSE DE APATA;120403;PLAZA PRIMER BARRIO -PLAZA PRINCIPAL DISTRITO APATA PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.32513676;-11.79871626;3940
372;CHICCHE;120403;SEGUNDO BARRIO CHINCHE DISTRITO APATA PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.30033476;-11.82041344;3635
373;PAUCAR APATA;120403;PLAZA BARRIO CENTRO - PLAZA PRINCIPAL DISTRITO APATA PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.36688275;-11.83342421;2822
374;EL MANTARO;120407;AVENIDA AV. 28 DE JULIO S/N  BARRIO CHUAPIMARCA N�MERO S/N DISTRITO EL MANTARO PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.38937349;-11.82793905;3013
375;HUAMALI;120408;JIR�N JUNIN S/N N�MERO S/N DISTRITO HUAMALI PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.42471138;-11.80673357;2563
376;SAN LORENZO;120428;CARRETERA CARRETERA CENTRAL S/N BARRIO CENTRO N�MERO S/N DISTRITO SAN LORENZO PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.38335947;-11.84965782;2195
377;PANCAN;120424;JIR�N LAS CANTUTAS S/N N�MERO S/N DISTRITO PANCAN PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.48562942;-11.74893712;2175
378;HUASQUICHA;120424;PLAZA PLAZA PRINCIPAL DE HUASQUICHA S/N N�MERO S/N DISTRITO PANCAN PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.48541066;-11.75491088;2834
379;RICRAN;120427;CALLE CALLE ATAHUALPA S/N -BARRIO SAN MARTIN N�MERO S/N DISTRITO RICRAN PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.52399167;-11.54456833;3387
380;APAYCANCHA;120427;PLAZA PRINCIPAL DE APAYCANCHA  S/N;826;-75.56169167;-11.54681;3834
381;SAN PEDRO DE CHUNAN;120429;JIR�N SAN MARTIN S/N N�MERO S/N DISTRITO SAN PEDRO DE CHUNAN PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.4870601;-11.72575803;2816
382;YAULI - JAUJA;120433;AVENIDA DANIEL ALCIDES CARRION S/N - BARRIO SUJUCHUPAN N�MERO S/N DISTRITO YAULI PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.47370209;-11.72307744;3813
383;CANCHAYLLO;120405;JIR�N BOLOGNESI S/N N�MERO S/N DISTRITO CANCHAYLLO PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.71678777;-11.80232582;2108
384;EL ROSARIO;120406;AVENIDA AV. SAN RAMON CASTILLA S/N BARRIO SN FRANCISCO N�MERO S/N DISTRITO CURICACA PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.71716572;-11.76319363;3838
385;JANJAILLO;120411;AVENIDA AV. 12 DE OCTUBRE S/N BARRIO BUENOS AIRES N�MERO S/N DISTRITO JANJAILLO PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.60917279;-11.76558597;3602
386;LLOCLLAPAMPA;120414;CARRETERA CARRETERA CENTRAL ANTIGUA KM 55 S/N N�MERO S/N DISTRITO LLOCLLAPAMPA PROVINCIA JAUJA DEPARTAMENTO JUNIN ;826;-75.61966996;-11.81648113;3842
387;MATACHICO;120414;PLAZA PLAZA PRINCIPAL N� 751 DISTRITO LLOCLLAPAMPA PROVINCIA JAUJA DEPARTAMENTO JUNIN;826;-75.5901473;-11.79767995;3288
388;CHACAPALPA;120802;CALLE CALLE TARMA S/N N�MERO S/N DISTRITO CHACAPALPA PROVINCIA YAULI DEPARTAMENTO JUNIN ;826;-75.75581143;-11.7294441;3033
389;HUAYHUAY;120803;CALLE CALLE HUANCAYO S/N N�MERO S/N DISTRITO HUAY HUAY PROVINCIA YAULI DEPARTAMENTO JUNIN ;826;-75.90207807;-11.72060257;3289
390;SUITUCANCHA;120809;CALLE CALLE LOS ANDES S/N N�MERO S/N DISTRITO SUITUCANCHA PROVINCIA YAULI DEPARTAMENTO JUNIN ;826;-75.93782265;-11.78909577;3053
391;DE APOYO MANUEL HIGA ARAKAKI;120601;CALLE CALLE DANIEL ALCIDES CARRION N� 398 DISTRITO SATIPO PROVINCIA SATIPO DEPARTAMENTO JUNIN ;829;-74.6386;-11.24928;3198
392;BELEN;120603;CALLE CALLE BOLIVAR NZ M BELEN DISTRITO LLAYLLA PROVINCIA SATIPO DEPARTAMENTO JUNIN ;829;-74.55808353;-11.38959099;3582
393;MAZAMARI;120604;AVENIDA AV. LA CULTURA  S/N N�MERO S/N DISTRITO MAZAMARI PROVINCIA SATIPO DEPARTAMENTO JUNIN ;829;-74.52919206;-11.32432961;2416
394;CAPIRUSHARI;120604;AVENIDA AV. CAPIRUSHARI S/N - CENTRO POBLADO N�MERO S/N DISTRITO MAZAMARI PROVINCIA SATIPO DEPARTAMENTO JUNIN ;829;-74.54495199;-11.29194159;2937
395;COMUNIDAD NATIVA DE PANGA;120604;OTROS COMUNIDAD NATIVA DE PANGA DISTRITO MAZAMARI PROVINCIA SATIPO DEPARTAMENTO JUNIN ;829;-74.43273629;-11.23291273;3429
396;TZIRIARI;120606;OTROS COMUNIDAD NATIVA DE TZIRIARI DISTRITO PANGOA PROVINCIA SATIPO DEPARTAMENTO JUNIN ;829;-74.43207523;-11.29066764;3974
397;SAN CRISTOBAL;120606;OTROS COMUNIDAD DE SAN CRISTOBAL DISTRITO PANGOA PROVINCIA SATIPO DEPARTAMENTO JUNIN ;829;-74.52850568;-11.33506598;3635
398;SAN JOSE DE MIRAFLORES;120606;OTROS CENTRO POBLADO SAN JOSE DE MIRAFLORES DISTRITO PANGOA PROVINCIA SATIPO DEPARTAMENTO JUNIN ;1613;-74.47921897;-11.37524731;3697
399;SAN MARTIN DE PANGOA;120606;AV. PANGOA S/N ESQUINA CON AV. ESPA�A;1613;-74.49077226;-11.42780367;3543
400;SAN RAMON DE PANGOA;120606;ESQUINA FRAY CANTELA Y CALLE INDUSTRIAL S/N;1613;-74.48193093;-11.43036274;3145
401;CHAVINI;120606;AVENIDA AV.COLONOS FUNDADORES S/N C.P.CHAVINI N�MERO S/N DISTRITO PANGOA PROVINCIA SATIPO DEPARTAMENTO JUNIN ;1613;-74.49272234;-11.40608247;2493
402;SN ANTONIO DE SONOMORO;120606;OTROS CC.NN SAN ANTONIO DE SONOMORO DISTRITO PANGOA PROVINCIA SATIPO DEPARTAMENTO JUNIN ;1613;-74.43860448;-11.44696475;3067
403;CUBANTIA;120606;OTROS CC.NN CUBANTIA S/N N�MERO S/N DISTRITO PANGOA PROVINCIA SATIPO DEPARTAMENTO JUNIN ;1613;-74.4082305;-11.57839954;3013
404;VILLA MARIA;120606;CENTRO POBLADO VILLA MARIA S/N;1613;-74.48824446;-11.48206665;3197
